,vessel_type,vessel_group,#subtracks,mean_length,median_length,start_time,end_time
367476840,31.0,Towing,1,1129.0,1129.0,2022-01-01 00:00:02,2022-01-01 23:59:20
367477560,31.0,Towing,1,1211.0,1211.0,2022-01-01 00:01:04,2022-01-01 23:59:40
367477690,31.0,Towing,1,1220.0,1220.0,2022-01-01 00:00:03,2022-01-01 23:59:34
367478450,31.0,Towing,1,1209.0,1209.0,2022-01-01 00:00:03,2022-01-01 23:58:54
367479560,52.0,Tug,1,1197.0,1197.0,2022-01-01 00:01:05,2022-01-01 23:58:54
367479570,31.0,Towing,1,1200.0,1200.0,2022-01-01 00:01:05,2022-01-01 23:59:43
367479650,31.0,Towing,1,1184.0,1184.0,2022-01-01 00:00:58,2022-01-01 23:59:49
367479930,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:00:57,2022-01-01 23:59:28
367480010,60.0,Passenger,290,4.320689655172414,1.0,2022-01-01 00:00:00,2022-01-01 23:59:04
367480250,31.0,Towing,1,1248.0,1248.0,2022-01-01 00:00:01,2022-01-01 23:59:11
367480260,31.0,Towing,6,208.33333333333334,184.5,2022-01-01 00:00:00,2022-01-01 23:59:40
367480370,30.0,Fishing,1,1197.0,1197.0,2022-01-01 00:00:09,2022-01-01 23:59:19
367481060,60.0,Passenger,1,1209.0,1209.0,2022-01-01 00:00:53,2022-01-01 23:59:45
367481550,31.0,Towing,1,1002.0,1002.0,2022-01-01 00:00:51,2022-01-01 23:59:31
367481570,31.0,Towing,4,291.0,272.5,2022-01-01 00:01:04,2022-01-01 23:59:55
367481590,31.0,Towing,1,1176.0,1176.0,2022-01-01 00:01:19,2022-01-01 23:59:09
367481650,31.0,Towing,1,1179.0,1179.0,2022-01-01 00:00:54,2022-01-01 23:59:54
367481660,31.0,Towing,1,1159.0,1159.0,2022-01-01 00:00:00,2022-01-01 23:58:51
367481670,31.0,Towing,1,1196.0,1196.0,2022-01-01 00:00:54,2022-01-01 23:59:35
367482310,31.0,Towing,1,1185.0,1185.0,2022-01-01 00:00:53,2022-01-01 23:59:04
367482910,31.0,Towing,1,1052.0,1052.0,2022-01-01 00:00:58,2022-01-01 23:59:34
367482970,60.0,Passenger,37,32.648648648648646,1.0,2022-01-01 00:00:01,2022-01-01 23:59:34
367483830,31.0,Towing,6,206.16666666666666,1.0,2022-01-01 00:00:04,2022-01-01 23:59:44
367484250,31.0,Towing,3,402.0,17.0,2022-01-01 00:00:54,2022-01-01 23:59:43
367484260,31.0,Towing,1,1214.0,1214.0,2022-01-01 00:01:10,2022-01-01 23:59:20
367485260,0.0,Unknown,1,1233.0,1233.0,2022-01-01 00:00:03,2022-01-01 23:59:33
367485290,31.0,Towing,1,1190.0,1190.0,2022-01-01 00:01:14,2022-01-01 23:59:37
367486370,90.0,Other,1,1251.0,1251.0,2022-01-01 00:00:05,2022-01-01 23:59:55
367486440,60.0,Passenger,1,1032.0,1032.0,2022-01-01 00:01:07,2022-01-01 23:59:35
367487570,31.0,Towing,1,1122.0,1122.0,2022-01-01 00:00:19,2022-01-01 23:59:29
367487960,31.0,Towing,1,1149.0,1149.0,2022-01-01 00:00:59,2022-01-01 23:58:50
367488280,30.0,Fishing,1,1222.0,1222.0,2022-01-01 00:00:10,2022-01-01 23:59:49
367488490,31.0,Towing,1,1212.0,1212.0,2022-01-01 00:01:05,2022-01-01 23:59:36
367489520,31.0,Towing,1,1214.0,1214.0,2022-01-01 00:00:02,2022-01-01 23:59:53
367490530,31.0,Towing,1,1213.0,1213.0,2022-01-01 00:00:00,2022-01-01 23:59:31
367490860,60.0,Passenger,1,1189.0,1189.0,2022-01-01 00:00:59,2022-01-01 23:59:59
367491710,31.0,Towing,1,1209.0,1209.0,2022-01-01 00:00:54,2022-01-01 23:59:35
367492920,90.0,Other,1,1241.0,1241.0,2022-01-01 00:00:07,2022-01-01 23:59:18
367493000,90.0,Other,215,5.883720930232558,1.0,2022-01-01 00:00:05,2022-01-01 23:59:46
367493370,31.0,Towing,1,1187.0,1187.0,2022-01-01 00:00:58,2022-01-01 23:58:48
367493450,90.0,Other,3,364.6666666666667,155.0,2022-01-01 00:01:05,2022-01-01 23:59:55
367493760,60.0,Passenger,197,6.137055837563452,1.0,2022-01-01 00:00:01,2022-01-01 23:59:23
367494020,30.0,Fishing,2,615.0,615.0,2022-01-01 00:00:17,2022-01-01 23:59:40
367496150,31.0,Towing,1,1219.0,1219.0,2022-01-01 00:00:00,2022-01-01 23:59:09
367496470,31.0,Towing,31,34.903225806451616,1.0,2022-01-01 00:00:08,2022-01-01 23:58:26
367496740,31.0,Towing,1,1206.0,1206.0,2022-01-01 00:00:02,2022-01-01 23:59:20
367497070,31.0,Towing,1,1213.0,1213.0,2022-01-01 00:00:03,2022-01-01 23:59:58
367497610,31.0,Towing,27,46.111111111111114,1.0,2022-01-01 00:00:00,2022-01-01 23:59:38
367498910,31.0,Towing,1,1180.0,1180.0,2022-01-01 00:00:00,2022-01-01 23:58:51
367499090,31.0,Towing,1,1182.0,1182.0,2022-01-01 00:01:08,2022-01-01 23:59:56
367500460,31.0,Towing,1,1206.0,1206.0,2022-01-01 00:00:53,2022-01-01 23:58:49
367500810,90.0,Other,1,1212.0,1212.0,2022-01-01 00:01:06,2022-01-01 23:59:35
367501660,31.0,Towing,1,1209.0,1209.0,2022-01-01 00:00:02,2022-01-01 23:59:11
367501870,31.0,Towing,1,1067.0,1067.0,2022-01-01 00:01:11,2022-01-01 23:59:19
367501920,31.0,Towing,1,1200.0,1200.0,2022-01-01 00:00:53,2022-01-01 23:59:23
367502170,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:00:01,2022-01-01 23:57:21
367502290,31.0,Towing,13,91.84615384615384,1.0,2022-01-01 00:01:06,2022-01-01 23:59:22
367502540,31.0,Towing,1,1202.0,1202.0,2022-01-01 00:00:03,2022-01-01 23:59:14
367503060,31.0,Towing,1,1188.0,1188.0,2022-01-01 00:01:04,2022-01-01 23:59:24
367503240,31.0,Towing,1,1201.0,1201.0,2022-01-01 00:00:49,2022-01-01 23:59:59
367503580,31.0,Towing,1,1223.0,1223.0,2022-01-01 00:00:03,2022-01-01 23:59:53
367503760,31.0,Towing,11,109.45454545454545,83.0,2022-01-01 00:01:15,2022-01-01 23:59:27
367503920,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:01:06,2022-01-01 23:59:16
367504890,31.0,Towing,1,1205.0,1205.0,2022-01-01 00:00:57,2022-01-01 23:58:56
367504960,31.0,Towing,1,1204.0,1204.0,2022-01-01 00:00:03,2022-01-01 23:59:33
367504970,31.0,Towing,1,1223.0,1223.0,2022-01-01 00:00:01,2022-01-01 23:59:41
367504980,31.0,Towing,1,1221.0,1221.0,2022-01-01 00:00:00,2022-01-01 23:59:39
367504990,31.0,Towing,1,1194.0,1194.0,2022-01-01 00:00:59,2022-01-01 23:59:20
367505030,31.0,Towing,1,1205.0,1205.0,2022-01-01 00:00:59,2022-01-01 23:59:08
367505050,31.0,Towing,1,1188.0,1188.0,2022-01-01 00:01:06,2022-01-01 23:59:17
367505070,31.0,Towing,1,1196.0,1196.0,2022-01-01 00:00:54,2022-01-01 23:59:14
367505080,31.0,Towing,1,1218.0,1218.0,2022-01-01 00:00:59,2022-01-01 23:59:09
367505670,31.0,Towing,1,1229.0,1229.0,2022-01-01 00:00:01,2022-01-01 23:59:10
367505780,31.0,Towing,1,1168.0,1168.0,2022-01-01 00:00:58,2022-01-01 23:59:58
367505820,31.0,Towing,1,1163.0,1163.0,2022-01-01 00:01:07,2022-01-01 23:59:16
367505870,31.0,Towing,1,1201.0,1201.0,2022-01-01 00:00:50,2022-01-01 23:59:38
367506050,31.0,Towing,8,157.125,1.0,2022-01-01 00:01:09,2022-01-01 23:59:21
367506070,31.0,Towing,1,1242.0,1242.0,2022-01-01 00:00:08,2022-01-01 23:59:53
367506740,31.0,Towing,1,1227.0,1227.0,2022-01-01 00:00:53,2022-01-01 23:59:42
367506840,31.0,Towing,1,1211.0,1211.0,2022-01-01 00:00:55,2022-01-01 23:59:50
367506850,31.0,Towing,1,1183.0,1183.0,2022-01-01 00:02:09,2022-01-01 23:59:06
367507070,31.0,Towing,1,1180.0,1180.0,2022-01-01 00:01:06,2022-01-01 23:59:47
367507220,31.0,Towing,1,1205.0,1205.0,2022-01-01 00:01:04,2022-01-01 23:59:34
367507520,31.0,Towing,32,37.46875,1.0,2022-01-01 00:01:04,2022-01-01 23:59:55
367507730,31.0,Towing,1,1213.0,1213.0,2022-01-01 00:01:05,2022-01-01 23:59:26
367507790,90.0,Other,204,5.9411764705882355,1.0,2022-01-01 00:00:00,2022-01-01 23:59:25
367507960,90.0,Other,1,1244.0,1244.0,2022-01-01 00:00:02,2022-01-01 23:59:52
367508280,31.0,Towing,1,1211.0,1211.0,2022-01-01 00:01:07,2022-01-01 23:59:27
367508330,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:00:57,2022-01-01 23:59:08
367508430,31.0,Towing,1,1218.0,1218.0,2022-01-01 00:00:50,2022-01-01 23:59:08
367508440,31.0,Towing,1,1206.0,1206.0,2022-01-01 00:01:05,2022-01-01 23:59:55
367509840,31.0,Towing,1,1167.0,1167.0,2022-01-01 00:01:30,2022-01-01 23:59:10
367509850,31.0,Towing,50,23.56,1.0,2022-01-01 00:01:03,2022-01-01 23:59:52
367510030,90.0,Other,6,197.83333333333334,1.0,2022-01-01 00:00:58,2022-01-01 23:59:59
367510430,31.0,Towing,91,13.087912087912088,1.0,2022-01-01 00:00:58,2022-01-01 23:59:37
367510870,31.0,Towing,1,1099.0,1099.0,2022-01-01 00:01:19,2022-01-01 23:59:49
367511230,90.0,Other,76,13.328947368421053,1.0,2022-01-01 00:00:11,2022-01-01 23:43:47
367511590,31.0,Towing,2,623.5,623.5,2022-01-01 00:00:05,2022-01-01 23:59:15
367512340,31.0,Towing,1,1211.0,1211.0,2022-01-01 00:01:04,2022-01-01 23:59:44
367512530,31.0,Towing,1,1174.0,1174.0,2022-01-01 00:01:27,2022-01-01 23:59:11
367512920,31.0,Towing,1,1190.0,1190.0,2022-01-01 00:01:06,2022-01-01 23:59:45
367513010,31.0,Towing,14,89.14285714285714,1.0,2022-01-01 00:00:01,2022-01-01 23:59:12
367513020,31.0,Towing,1,1116.0,1116.0,2022-01-01 00:00:07,2022-01-01 23:59:47
367513040,31.0,Towing,11,111.0,2.0,2022-01-01 00:00:02,2022-01-01 23:59:25
367513130,31.0,Towing,1,1232.0,1232.0,2022-01-01 00:00:05,2022-01-01 23:58:36
367513230,31.0,Towing,1,1305.0,1305.0,2022-01-01 00:00:07,2022-01-01 23:59:18
367514520,31.0,Towing,1,1107.0,1107.0,2022-01-01 00:00:03,2022-01-01 23:59:24
367514660,31.0,Towing,1,1173.0,1173.0,2022-01-01 00:00:57,2022-01-01 23:59:26
367515280,31.0,Towing,1,1225.0,1225.0,2022-01-01 00:01:08,2022-01-01 23:59:17
367515290,31.0,Towing,1,1202.0,1202.0,2022-01-01 00:01:05,2022-01-01 23:58:55
367515320,31.0,Towing,2,603.0,603.0,2022-01-01 00:00:59,2022-01-01 23:58:59
367515330,31.0,Towing,1,1205.0,1205.0,2022-01-01 00:01:03,2022-01-01 23:59:19
367515620,31.0,Towing,1,1189.0,1189.0,2022-01-01 00:00:59,2022-01-01 23:59:19
367515860,31.0,Towing,1,1222.0,1222.0,2022-01-01 00:00:02,2022-01-01 23:59:22
367516020,90.0,Other,1,1174.0,1174.0,2022-01-01 00:00:21,2022-01-01 23:58:51
367516330,31.0,Towing,1,1210.0,1210.0,2022-01-01 00:01:11,2022-01-01 23:59:20
367516470,31.0,Towing,1,1140.0,1140.0,2022-01-01 00:00:06,2022-01-01 23:59:46
367516730,31.0,Towing,1,1314.0,1314.0,2022-01-01 00:00:04,2022-01-01 23:59:43
367517630,31.0,Towing,1,1183.0,1183.0,2022-01-01 00:01:08,2022-01-01 23:59:31
367517730,31.0,Towing,1,1210.0,1210.0,2022-01-01 00:01:07,2022-01-01 23:59:08
367517750,31.0,Towing,1,1214.0,1214.0,2022-01-01 00:00:53,2022-01-01 23:59:33
367517760,31.0,Towing,1,1184.0,1184.0,2022-01-01 00:00:02,2022-01-01 23:58:52
367519280,31.0,Towing,1,1237.0,1237.0,2022-01-01 00:00:07,2022-01-01 23:59:37
367519290,31.0,Towing,1,1243.0,1243.0,2022-01-01 00:00:03,2022-01-01 23:59:04
367519320,31.0,Towing,4,301.5,136.0,2022-01-01 00:00:49,2022-01-01 23:59:50
367519450,31.0,Towing,1,1226.0,1226.0,2022-01-01 00:00:17,2022-01-01 23:58:58
367519920,31.0,Towing,1,1206.0,1206.0,2022-01-01 00:01:06,2022-01-01 23:59:26
367520270,31.0,Towing,1,1064.0,1064.0,2022-01-01 00:01:47,2022-01-01 23:06:28
367521810,31.0,Towing,1,1098.0,1098.0,2022-01-01 00:00:02,2022-01-01 23:58:53
367522850,31.0,Towing,1,1216.0,1216.0,2022-01-01 00:00:03,2022-01-01 23:59:14
367523580,31.0,Towing,1,1144.0,1144.0,2022-01-01 00:01:07,2022-01-01 23:59:36
367523620,60.0,Passenger,86,12.13953488372093,1.0,2022-01-01 00:00:02,2022-01-01 23:59:48
367524110,31.0,Towing,1,1223.0,1223.0,2022-01-01 00:00:02,2022-01-01 23:59:35
367524270,31.0,Towing,1,1214.0,1214.0,2022-01-01 00:01:05,2022-01-01 23:59:05
367524420,31.0,Towing,1,1230.0,1230.0,2022-01-01 00:00:01,2022-01-01 23:59:11
367525000,90.0,Other,27,45.96296296296296,1.0,2022-01-01 00:00:53,2022-01-01 23:59:23
367525740,31.0,Towing,1,1186.0,1186.0,2022-01-01 00:00:53,2022-01-01 23:58:55
367525770,30.0,Fishing,1,1225.0,1225.0,2022-01-01 00:00:09,2022-01-01 23:58:59
367526590,31.0,Towing,1,1215.0,1215.0,2022-01-01 00:00:00,2022-01-01 23:59:05
367526740,31.0,Towing,1,1200.0,1200.0,2022-01-01 00:01:05,2022-01-01 23:59:26
367527220,60.0,Passenger,128,9.5,1.0,2022-01-01 00:01:06,2022-01-01 23:59:07
367527750,90.0,Other,1,1207.0,1207.0,2022-01-01 00:00:50,2022-01-01 23:59:09
367527930,50.0,Other,187,6.641711229946524,1.0,2022-01-01 00:00:58,2022-01-01 23:59:17
367528070,31.0,Towing,1,1196.0,1196.0,2022-01-01 00:03:22,2022-01-01 23:57:19
367529030,57.0,Other,72,18.444444444444443,1.0,2022-01-01 00:00:00,2022-01-01 23:59:43
367529860,90.0,Other,1,1189.0,1189.0,2022-01-01 00:00:58,2022-01-01 23:59:07
367530080,31.0,Towing,7,180.14285714285714,1.0,2022-01-01 00:00:02,2022-01-01 23:59:02
367530220,30.0,Fishing,1,1206.0,1206.0,2022-01-01 00:00:14,2022-01-01 23:59:34
367530470,31.0,Towing,1,1201.0,1201.0,2022-01-01 00:00:50,2022-01-01 23:58:49
367530590,31.0,Towing,1,1225.0,1225.0,2022-01-01 00:00:01,2022-01-01 23:58:51
367531220,30.0,Fishing,1,1345.0,1345.0,2022-01-01 00:00:04,2022-01-01 23:59:26
367531710,51.0,Other,7,179.0,1.0,2022-01-01 00:00:06,2022-01-01 23:59:56
367531720,51.0,Other,1,1250.0,1250.0,2022-01-01 00:00:04,2022-01-01 23:59:29
367531740,90.0,Other,41,30.634146341463413,1.0,2022-01-01 00:00:00,2022-01-01 23:59:12
367531780,70.0,Cargo,1,1201.0,1201.0,2022-01-01 00:00:58,2022-01-01 23:59:38
367531790,70.0,Cargo,1,1210.0,1210.0,2022-01-01 00:01:08,2022-01-01 23:59:06
367532810,31.0,Towing,1,1221.0,1221.0,2022-01-01 00:00:02,2022-01-01 23:59:31
367532850,31.0,Towing,1,1211.0,1211.0,2022-01-01 00:00:00,2022-01-01 23:59:35
367532880,31.0,Towing,1,1213.0,1213.0,2022-01-01 00:00:03,2022-01-01 23:59:40
367533150,31.0,Towing,1,1209.0,1209.0,2022-01-01 00:01:05,2022-01-01 23:59:45
367533780,31.0,Towing,1,1220.0,1220.0,2022-01-01 00:00:55,2022-01-01 23:59:45
367533940,31.0,Towing,1,1206.0,1206.0,2022-01-01 00:00:58,2022-01-01 23:59:38
367533950,60.0,Passenger,14,89.64285714285714,1.0,2022-01-01 00:00:04,2022-01-01 23:59:43
367534010,31.0,Towing,1,1201.0,1201.0,2022-01-01 00:01:07,2022-01-01 23:59:27
367534590,90.0,Other,1,1115.0,1115.0,2022-01-01 00:00:59,2022-01-01 23:59:02
367534680,31.0,Towing,1,1201.0,1201.0,2022-01-01 00:00:02,2022-01-01 23:59:38
367534880,31.0,Towing,1,1199.0,1199.0,2022-01-01 00:00:03,2022-01-01 23:59:52
367534990,37.0,Other,1,1191.0,1191.0,2022-01-01 00:01:16,2022-01-01 23:59:07
367535280,31.0,Towing,1,1227.0,1227.0,2022-01-01 00:00:01,2022-01-01 23:59:51
367536590,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:00:58,2022-01-01 23:59:58
367536940,90.0,Other,1,1216.0,1216.0,2022-01-01 00:00:54,2022-01-01 23:59:14
367537070,60.0,Passenger,53,22.69811320754717,1.0,2022-01-01 00:00:58,2022-01-01 23:59:16
367537450,31.0,Towing,31,39.064516129032256,1.0,2022-01-01 00:01:05,2022-01-01 23:59:03
367537710,31.0,Towing,1,1202.0,1202.0,2022-01-01 00:01:07,2022-01-01 23:59:46
367537960,90.0,Other,1,1219.0,1219.0,2022-01-01 00:00:04,2022-01-01 23:59:14
367539060,31.0,Towing,1,1216.0,1216.0,2022-01-01 00:00:52,2022-01-01 23:59:33
367539090,31.0,Towing,476,2.3823529411764706,1.0,2022-01-01 00:00:03,2022-01-01 23:59:48
367539810,31.0,Towing,1,1210.0,1210.0,2022-01-01 00:01:14,2022-01-01 23:59:24
367539920,31.0,Towing,9,135.44444444444446,3.0,2022-01-01 00:00:01,2022-01-01 23:59:01
367540560,31.0,Towing,1,1245.0,1245.0,2022-01-01 00:00:09,2022-01-01 23:59:49
367541350,31.0,Towing,1,1195.0,1195.0,2022-01-01 00:01:07,2022-01-01 23:58:56
367541370,31.0,Towing,1,1058.0,1058.0,2022-01-01 00:01:07,2022-01-01 23:59:45
367541690,31.0,Towing,3,401.6666666666667,247.0,2022-01-01 00:00:50,2022-01-01 23:59:50
367541740,31.0,Towing,1,1092.0,1092.0,2022-01-01 00:01:17,2022-01-01 23:59:49
367541980,31.0,Towing,1,1228.0,1228.0,2022-01-01 00:00:01,2022-01-01 23:59:00
367542320,31.0,Towing,1,1203.0,1203.0,2022-01-01 00:00:54,2022-01-01 23:59:55
367542650,50.0,Other,1,1191.0,1191.0,2022-01-01 00:00:58,2022-01-01 23:59:28
367542760,31.0,Towing,1,1237.0,1237.0,2022-01-01 00:00:51,2022-01-01 23:59:01
367543280,37.0,Other,1,1111.0,1111.0,2022-01-01 00:01:07,2022-01-01 23:59:44
367543390,31.0,Towing,1,1222.0,1222.0,2022-01-01 00:00:54,2022-01-01 23:58:53
367543820,31.0,Towing,22,54.54545454545455,1.0,2022-01-01 00:01:07,2022-01-01 23:59:57
367543910,31.0,Towing,1,1148.0,1148.0,2022-01-01 00:01:06,2022-01-01 23:58:57
367544960,31.0,Towing,1,1219.0,1219.0,2022-01-01 00:00:03,2022-01-01 23:59:13
367544970,31.0,Towing,1,1246.0,1246.0,2022-01-01 00:00:07,2022-01-01 23:59:56
367545030,52.0,Tug,1,1235.0,1235.0,2022-01-01 00:00:13,2022-01-01 23:59:21
367545690,31.0,Towing,1,1168.0,1168.0,2022-01-01 00:01:05,2022-01-01 23:59:44
367545860,90.0,Other,1,1170.0,1170.0,2022-01-01 00:00:57,2022-01-01 23:59:18
367546770,90.0,Other,1,1236.0,1236.0,2022-01-01 00:00:07,2022-01-01 23:59:37
367546860,31.0,Towing,1,1196.0,1196.0,2022-01-01 00:01:07,2022-01-01 23:59:41
367546880,31.0,Towing,2,605.0,605.0,2022-01-01 00:00:03,2022-01-01 23:59:25
367546890,31.0,Towing,1,1182.0,1182.0,2022-01-01 00:00:00,2022-01-01 23:32:03
367546910,31.0,Towing,1,1096.0,1096.0,2022-01-01 00:34:16,2022-01-01 23:59:06
367547090,31.0,Towing,1,1183.0,1183.0,2022-01-01 00:00:54,2022-01-01 23:59:02
367547280,31.0,Towing,1,1181.0,1181.0,2022-01-01 00:00:59,2022-01-01 23:59:20
367547750,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:01:07,2022-01-01 23:59:37
367548170,31.0,Towing,1,1200.0,1200.0,2022-01-01 00:01:07,2022-01-01 23:59:27
367548230,31.0,Towing,6,198.83333333333334,65.0,2022-01-01 00:00:53,2022-01-01 23:59:24
367548930,60.0,Passenger,1,1153.0,1153.0,2022-01-01 00:00:02,2022-01-01 23:59:33
367549260,31.0,Towing,1,1212.0,1212.0,2022-01-01 00:00:54,2022-01-01 23:59:25
367549430,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:00:54,2022-01-01 23:59:45
367549670,31.0,Towing,1,1217.0,1217.0,2022-01-01 00:00:59,2022-01-01 23:58:59
367549710,31.0,Towing,1,1197.0,1197.0,2022-01-01 00:01:10,2022-01-01 23:59:10
367549870,60.0,Passenger,1,1253.0,1253.0,2022-01-01 00:00:01,2022-01-01 23:59:52
367550000,90.0,Other,3,400.6666666666667,556.0,2022-01-01 00:00:02,2022-01-01 23:59:26
367551270,31.0,Towing,4,288.75,187.0,2022-01-01 00:00:00,2022-01-01 22:40:49
367551680,31.0,Towing,1,1232.0,1232.0,2022-01-01 00:00:01,2022-01-01 23:59:00
367552120,60.0,Passenger,1,1166.0,1166.0,2022-01-01 00:00:58,2022-01-01 23:59:08
367552130,60.0,Passenger,1,1205.0,1205.0,2022-01-01 00:00:00,2022-01-01 23:58:59
367552410,31.0,Towing,33,37.63636363636363,1.0,2022-01-01 00:00:02,2022-01-01 23:59:52
367553370,31.0,Towing,1,1247.0,1247.0,2022-01-01 00:00:00,2022-01-01 23:59:39
367553550,51.0,Other,1,1178.0,1178.0,2022-01-01 00:00:01,2022-01-01 23:58:51
367554310,31.0,Towing,1,1217.0,1217.0,2022-01-01 00:00:01,2022-01-01 23:59:51
367554830,31.0,Towing,1,1239.0,1239.0,2022-01-01 00:00:00,2022-01-01 23:59:10
367556670,31.0,Towing,2,607.0,607.0,2022-01-01 00:00:02,2022-01-01 23:59:07
367556730,90.0,Other,3,368.0,5.0,2022-01-01 00:46:23,2022-01-01 23:59:04
367557410,31.0,Towing,1,1204.0,1204.0,2022-01-01 00:00:59,2022-01-01 23:59:29
367557930,31.0,Towing,1,1253.0,1253.0,2022-01-01 00:00:00,2022-01-01 23:59:10
367558180,31.0,Towing,1,1236.0,1236.0,2022-01-01 00:00:02,2022-01-01 23:59:41
367559620,60.0,Passenger,48,24.583333333333332,1.0,2022-01-01 00:00:00,2022-01-01 23:59:37
367559840,31.0,Towing,3,401.0,597.0,2022-01-01 00:00:54,2022-01-01 23:59:43
367560590,31.0,Towing,1,1236.0,1236.0,2022-01-01 00:00:03,2022-01-01 23:59:21
367560890,31.0,Towing,1,1230.0,1230.0,2022-01-01 00:00:01,2022-01-01 23:59:29
367560930,31.0,Towing,1,1227.0,1227.0,2022-01-01 00:00:02,2022-01-01 23:59:33
367560980,31.0,Towing,2,528.0,528.0,2022-01-01 00:01:04,2022-01-01 23:59:23
367560990,31.0,Towing,1,1206.0,1206.0,2022-01-01 00:00:57,2022-01-01 23:59:29
367561320,31.0,Towing,1,1213.0,1213.0,2022-01-01 00:01:08,2022-01-01 23:59:36
367561360,31.0,Towing,1,1179.0,1179.0,2022-01-01 00:01:07,2022-01-01 23:58:58
367561370,31.0,Towing,1,1211.0,1211.0,2022-01-01 00:01:06,2022-01-01 23:59:36
367561460,31.0,Towing,4,312.25,166.0,2022-01-01 00:00:54,2022-01-01 23:59:04
367561870,31.0,Towing,1,1175.0,1175.0,2022-01-01 00:00:55,2022-01-01 23:57:07
367562820,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:00:02,2022-01-01 23:59:52
367563090,99.0,Other,1,1222.0,1222.0,2022-01-01 00:00:16,2022-01-01 23:58:56
367563360,60.0,Passenger,227,5.436123348017621,1.0,2022-01-01 00:00:01,2022-01-01 23:59:23
367564890,90.0,Other,1,1248.0,1248.0,2022-01-01 00:00:02,2022-01-01 23:59:53
367565110,31.0,Towing,1,1219.0,1219.0,2022-01-01 00:00:01,2022-01-01 23:59:30
367565750,60.0,Passenger,263,4.806083650190114,1.0,2022-01-01 00:00:12,2022-01-01 23:59:39
367566160,31.0,Towing,1,1213.0,1213.0,2022-01-01 00:00:50,2022-01-01 23:59:01
367567990,31.0,Towing,1,1237.0,1237.0,2022-01-01 00:00:00,2022-01-01 23:59:51
367568460,60.0,Passenger,578,2.207612456747405,1.0,2022-01-01 00:00:04,2022-01-01 23:59:52
367569030,90.0,Other,1,1147.0,1147.0,2022-01-01 00:00:52,2022-01-01 23:59:32
367569830,31.0,Towing,1,1255.0,1255.0,2022-01-01 00:00:08,2022-01-01 23:59:57
367570430,30.0,Fishing,1,1237.0,1237.0,2022-01-01 00:00:09,2022-01-01 23:59:37
367570840,31.0,Towing,1,1227.0,1227.0,2022-01-01 00:00:01,2022-01-01 23:59:10
367571660,31.0,Towing,1,1201.0,1201.0,2022-01-01 00:00:58,2022-01-01 23:58:58
367571770,31.0,Towing,3,412.0,597.0,2022-01-01 00:00:00,2022-01-01 23:59:58
367572040,31.0,Towing,1,1154.0,1154.0,2022-01-01 00:01:06,2022-01-01 23:58:54
367573610,31.0,Towing,1,1200.0,1200.0,2022-01-01 00:00:59,2022-01-01 23:59:59
367573920,90.0,Other,2,609.0,609.0,2022-01-01 00:00:00,2022-01-01 23:58:58
367575130,31.0,Towing,1,1192.0,1192.0,2022-01-01 00:00:54,2022-01-01 23:59:24
367575560,31.0,Towing,1,1207.0,1207.0,2022-01-01 00:01:06,2022-01-01 23:59:46
367575990,31.0,Towing,1,1244.0,1244.0,2022-01-01 00:00:00,2022-01-01 23:59:51
367576060,31.0,Towing,1,1248.0,1248.0,2022-01-01 00:00:03,2022-01-01 23:59:22
367577620,31.0,Towing,1,1228.0,1228.0,2022-01-01 00:01:07,2022-01-01 23:58:45
367578080,31.0,Towing,1,1201.0,1201.0,2022-01-01 00:01:07,2022-01-01 23:59:16
367578830,31.0,Towing,1,1185.0,1185.0,2022-01-01 00:01:05,2022-01-01 23:58:56
367579000,31.0,Towing,1,1228.0,1228.0,2022-01-01 00:00:05,2022-01-01 23:59:45
367579120,31.0,Towing,1,1182.0,1182.0,2022-01-01 00:00:54,2022-01-01 23:59:46
367579230,31.0,Towing,1,1215.0,1215.0,2022-01-01 00:00:01,2022-01-01 23:59:00
367579920,31.0,Towing,1,1208.0,1208.0,2022-01-01 00:00:58,2022-01-01 23:59:58
367580880,31.0,Towing,1,1019.0,1019.0,2022-01-01 02:57:12,2022-01-01 23:59:22
367581220,31.0,Towing,3,417.3333333333333,316.0,2022-01-01 00:00:00,2022-01-01 23:59:40
367581680,31.0,Towing,1,1209.0,1209.0,2022-01-01 00:00:52,2022-01-01 23:59:13
367581960,90.0,Other,1,1031.0,1031.0,2022-01-01 00:01:17,2022-01-01 23:59:56
367581980,90.0,Other,14,83.92857142857143,1.0,2022-01-01 00:01:47,2022-01-01 23:59:37
367582020,90.0,Other,1,1042.0,1042.0,2022-01-01 00:00:50,2022-01-01 23:59:49
367582190,60.0,Passenger,257,4.178988326848249,1.0,2022-01-01 00:01:16,2022-01-01 23:59:49
367582850,31.0,Towing,1,1031.0,1031.0,2022-01-01 00:00:57,2022-01-01 23:59:28
367583130,57.0,Other,1,1225.0,1225.0,2022-01-01 00:00:02,2022-01-01 23:59:01
